STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,CHAPTER,Chapter,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,CONSOLIDATION,Consolidation status,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,MATURITY,Original and residual maturity,PRODUCT,Product,PENSION_FUNDTYPE,Pension fund type,CURRENCY_DENOM,Currency of denomination,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ESP,Spain,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1985,,63.2666925001892,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,SWE,Sweden,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1985,,107.458558436758,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CHE,Switzerland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1985,,90.0784543775176,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,USA,United States,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1985,,99.9916809150303,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,AUS,Australia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,46.7089757312839,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,BEL,Belgium,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,99.6011002119893,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CAN,Canada,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,89.3276980032439,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,DNK,Denmark,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,84.3516698547468,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,FIN,Finland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,111.937014577651,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,FRA,France,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,98.1703718921545,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,GRC,Greece,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,86.7689851112093,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ITA,Italy,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,95.4761591641593,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,KOR,Korea,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,141.344275208046,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,NOR,Norway,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,84.285410465369,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ESP,Spain,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,75.2362304250646,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,SWE,Sweden,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,113.270168484324,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CHE,Switzerland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,95.3666866412797,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,USA,United States,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1986,,98.3123133793777,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,AUS,Australia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,50.7516939135658,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,BEL,Belgium,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,100.608144492041,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CAN,Canada,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,92.1996994420604,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,DNK,Denmark,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,85.4847542499159,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,FIN,Finland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,114.20375602611,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,FRA,France,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,98.1385445008028,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,GRC,Greece,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,88.3930123041814,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ITA,Italy,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,98.1150105803735,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,KOR,Korea,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,145.902007990161,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,NZL,New Zealand,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,74.866350128184,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,NOR,Norway,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,80.3304047608006,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ESP,Spain,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,80.1257040500871,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,SWE,Sweden,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,112.025212840501,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CHE,Switzerland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,97.6123899825064,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,USA,United States,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1987,,94.7685315346979,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,AUS,Australia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,58.2682316280055,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,BEL,Belgium,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,102.151234243806,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CAN,Canada,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,94.3934335588025,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,DNK,Denmark,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,85.1129691412923,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,FIN,Finland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,118.057102787778,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,FRA,France,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,100.150981797299,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,GRC,Greece,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,90.6113043486311,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ITA,Italy,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,96.8551283374128,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,KOR,Korea,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,149.78876523586,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,NZL,New Zealand,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,79.193928997659,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,NOR,Norway,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,77.230530175266,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,PRT,Portugal,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,78.6075837354848,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ESP,Spain,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,83.7827112179214,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,SWE,Sweden,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,1988,,113.017259192911,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
