"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.UZB.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Uzbekistan, Republic of","Annual","Millions","158.986215","116.260158","522.66866","182.35937","132.483218","169.05873","223.500181","210.722011","415.728606"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.EGY.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Egypt, Arab Republic of","Annual","Millions","1004.250229","704.738538","723.819952","771.116675","667.683124","770.913288","410.349931","434.381333","655.761919"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BFA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Burkina Faso","Annual","Millions","16.42942","-22.524702","-23.508494","-32.667658","-22.00559","6.491467","-32.875712","-45.834944","-30.541576"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.PHL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Philippines","Annual","Millions","1304.379061","1404.695243","837.706791","83.367727","-518.324988","306.487587","1264.137339","-337.83742","502.242382"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.TX898.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Countries & Areas not specified","Annual","Millions","-0.038788","-2.97578","-5.064641","-8.205118","1.791504","-3.863389","-3.100237","-5.08918","-3.247332"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GUY.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Guyana","Annual","Millions","38.641786","36.341793","45.620714","51.665323","52.198656","75.548561","91.896378","146.016758","179.183477"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.NRU.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Nauru, Republic of","Annual","Millions","-2.715176","-6.259069","-0.467348","2.621238","1.476499","7.794832","5.278779","5.208272","5.79705"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.G110.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Advanced Economies","Annual","Millions","251683.997399","276119.262097","310881.017359","305062.726011","267365.926692","326615.939919","381580.651118","338213.799282","318464.397343"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.KOS.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Kosovo, Republic of","Annual","Millions","0.015309","0.120594","0.160016","0.165006","","","0.178629","0.114564","0.111872"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.COL.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Colombia","Annual","Millions","639.446313","877.728723","737.74265","628.319017","466.429119","500.292823","983.675283","834.231718","703.445653"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.LBY.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Libya","Annual","Millions","12.335382","11.569093","13.488047","1.258698","66.419283","33.642156","","0.939534","0.043662"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.BLZ.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Belize","Annual","Millions","10.899243","10.225072","20.709151","15.347687","23.776033","20.929548","16.626092","26.434895","18.698007"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.PNG.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Papua New Guinea","Annual","Millions","160.621125","172.54353","147.805312","145.855103","157.534683","184.957672","200.759943","217.626579","225.229185"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.MAR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Morocco","Annual","Millions","337.404926","243.991782","194.999409","198.766369","224.509652","226.314267","236.598277","268.866072","310.721589"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.HND.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Honduras","Annual","Millions","78.181737","87.377689","94.226825","85.636126","61.720977","124.916911","160.012555","177.113749","146.908934"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.MAR.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Morocco","Annual","Millions","271.821004","300.036869","314.222272","268.671795","299.27693","355.491456","462.424124","300.211118","324.307482"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.CHL.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Chile","Annual","Millions","5329.811414","6363.053483","7423.862685","6725.434507","6552.046045","7393.48266","7837.332576","7784.523153","8198.559607"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.ISL.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Iceland","Annual","Millions","67.558841","85.630631","86.050521","55.148308","45.403746","56.711383","70.517822","100.589","58.075342"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.TUN.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Tunisia","Annual","Millions","87.772977","84.347345","138.6783","100.18057","67.923418","68.02643","103.133886","78.166168","86.654714"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.MKD.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","North Macedonia, Republic of","Annual","Millions","10.167266","6.517425","6.53483","8.716316","","","14.365647","12.89352","9.920176"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.CYP.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Cyprus","Annual","Millions","0.659858","0.457293","0.633622","0.902705","1.020946","0.734908","0.608174","1.324078","2.417781"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.HRV.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Croatia, Republic of","Annual","Millions","-17.842511","-35.270179","-68.574448","-54.150206","-65.065696","-15.490673","17.126524","28.036174","23.55698"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.CHE.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Switzerland","Annual","Millions","7648.957365","7816.782459","7763.314592","8181.236445","7453.203058","8251.682724","7928.236681","8335.450958","8217.542208"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BTN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Bhutan","Annual","Millions","9.722757","4.706543","7.991587","5.929619","2.018436","7.387529","4.399448","0.910382","4.265849"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.SLV.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","El Salvador","Annual","Millions","21.896999","19.373448","20.076916","17.330308","18.276837","20.543761","25.902464","20.378003","17.531989"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.TX598.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Asia not specified","Annual","Millions","1504.500257","43.52094","39.207258","91.612055","31.568701","30.878173","43.194361","20.059947","14.177956"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.PAN.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Panama","Annual","Millions","352.498235","822.828767","460.711805","135.64937","317.416551","870.710446","1132.156999","814.610312","283.158038"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.PRK.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Korea, Democratic People's Republic of","Annual","Millions","","","","","","","0.003111","",""
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.BHS.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Bahamas, The","Annual","Millions","39.155897","16.467331","11.670865","63.689614","4.681388","8.10236","0.30485","0.959934","1.241276"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.MYS.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Malaysia","Annual","Millions","17290.927194","19264.699604","18938.163258","17638.504558","15909.590227","19640.73151","25990.316136","20194.733967","19077.16264"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.MDG.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Madagascar, Republic of","Annual","Millions","100.916034","161.377129","243.464952","216.012871","118.871291","171.362843","447.766095","369.735221","200.372202"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.AZE.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Azerbaijan, Republic of","Annual","Millions","97.777231","81.813732","55.355239","63.718639","55.100121","36.700019","45.490761","58.552272","66.449701"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.MEX.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Mexico","Annual","Millions","5742.704447","5776.406625","6360.142287","6001.384534","5428.851106","5752.47678","6403.526246","5700.040009","5895.776172"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.TJK.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Tajikistan, Republic of","Annual","Millions","1.172535","1.4519","","0.692348","1.672841","2.024742","2.263666","0.439058","0.911562"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.G080.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","EMDEs by Source of Export Earnings: Fuel","Annual","Millions","74188.795186","91595.854371","114544.992083","100074.418889","65834.346182","95514.65669","138488.734832","105601.59963","95137.837343"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.G200.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Emerging Market and Developing Economies","Annual","Millions","274223.413983","301056.131903","328300.552947","312210.889501","288324.95061","349389.464326","333959.779349","313309.992192","308970.181581"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.NLD.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Netherlands, The","Annual","Millions","2359.450599","2395.403635","3185.485447","3174.144647","3118.448777","3242.926485","3451.580887","3341.226225","3643.961506"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.SVN.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Slovenia, Republic of","Annual","Millions","142.635309","175.431259","173.799776","132.320472","151.670171","140.234459","198.420479","348.545053","685.688598"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.IRQ.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Iraq","Annual","Millions","-755.508827","-724.564528","-958.204697","-206.605938","186.539297","193.453517","608.743973","816.129359","883.767006"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.G998.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","European Union (EU)","Annual","Millions","68634.029764","71018.564779","79644.074401","81013.461381","72047.300349","85665.805265","86711.033632","80425.336012","78391.710057"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.COG.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Congo, Republic of","Annual","Millions","-11.024102","2.025463","4.682893","-0.584044","0.011087","-0.067632","-0.512284","1.841128","-0.14247"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.RWA.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Rwanda","Annual","Millions","7.714553","5.506423","3.791125","3.654131","2.919004","9.1885","14.418003","3.529658","5.806017"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.SOM.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Somalia","Annual","Millions","8.418002","11.182385","14.295911","19.591329","17.196198","10.806469","4.508822","8.069306","6.92542"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.SEN.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Senegal","Annual","Millions","7.847491","20.770473","21.450442","26.129748","19.927151","32.817452","31.191498","39.388184","34.895752"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.FSM.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Micronesia, Federated States of","Annual","Millions","","18.561263","1.049651","4.157074","11.828409","0.60633","6.354556","7.605379","8.182248"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.VCT.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","St. Vincent and the Grenadines","Annual","Millions","6.536282","4.723213","7.780499","4.701693","5.030326","4.688043","5.141065","6.969214","13.634947"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.BEL.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Belgium","Annual","Millions","5711.409411","5894.070223","6807.221209","7450.350544","6525.877998","7188.283536","7042.497327","6389.98609","5839.696899"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.LTU.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Lithuania, Republic of","Annual","Millions","54.315152","55.79033","70.509009","64.987393","57.06431","115.613511","92.133865","92.198219","63.950426"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.NZL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","New Zealand","Annual","Millions","-152.564287","-11.954771","-38.286144","-340.426977","-642.8127","168.861124","21.682394","231.176853","-302.586793"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.DOM.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Dominican Republic","Annual","Millions","4.939139","53.317424","145.195107","128.468877","39.994844","121.623318","209.592991","246.461514","238.219929"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.POL.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Poland, Republic of","Annual","Millions","1695.937936","2009.863366","2133.139051","2875.23731","2828.150615","3354.770279","4153.567624","4194.090912","4101.464084"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SEN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Senegal","Annual","Millions","46.873554","30.831067","39.837461","34.051786","38.454052","59.258136","47.668362","27.274513","25.357358"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.CAF.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Central African Republic","Annual","Millions","2.839474","2.163066","1.920536","1.277667","1.385379","1.399618","2.875739","1.784679","0.326932"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MDV.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Maldives","Annual","Millions","12.295818","15.220818","21.81916","21.123361","17.003162","27.662846","30.761872","37.664491","38.008417"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.LBY.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Libya","Annual","Millions","20.862455","14.338941","31.81154","32.85977","16.003865","34.104394","44.550147","53.541711","50.933587"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.COL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Colombia","Annual","Millions","309.287248","126.151155","372.986448","496.819977","333.38745","716.203009","372.353453","140.182839","326.883503"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BRB.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Barbados","Annual","Millions","36.743919","92.180894","32.068296","64.021972","109.785448","59.560526","43.273391","119.015443","109.447889"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BHS.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Bahamas, The","Annual","Millions","954.461077","510.574298","1184.721968","1221.447678","199.781159","194.368151","275.971606","300.648536","284.59601"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.KAZ.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Kazakhstan, Republic of","Annual","Millions","-389.426095","-984.022467","-1171.920111","-633.483013","-374.299085","-343.327313","-190.691448","175.390939","211.995516"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.GX405.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Middle East","Annual","Millions","58687.66569","72412.465107","92741.332119","80091.495423","51045.823968","75930.235454","115784.020844","93196.180587","84415.670484"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.PAN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Panama","Annual","Millions","5286.97752","4642.151817","5443.388347","5973.707351","4260.423773","3965.462529","2310.852258","3124.560363","4350.492873"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.VUT.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Vanuatu","Annual","Millions","-37.043074","-37.274041","-56.423923","-46.390909","-32.114115","-44.735615","-50.470059","-24.496123","-20.795201"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SLV.A","OBS_VALUE","Japan","Trade balance goods, US dollar","El Salvador","Annual","Millions","109.578845","110.545586","111.046993","106.106837","75.968005","156.651932","139.656793","141.612249","143.743642"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.FLK.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Falkland Islands (Malvinas)","Annual","Millions","-0.251462","-0.968928","-3.200791","-3.054989","-1.831744","-1.595106","-1.35601","-2.644517","-2.254686"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.NOR.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Norway","Annual","Millions","-763.593361","-842.466513","-899.633653","-898.159629","-459.722246","-673.386293","-671.861879","-539.824703","-298.838352"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BLR.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Belarus, Republic of","Annual","Millions","5.768492","2.189488","9.827583","-9.723183","20.627816","3.651781","9.940034","11.016801","5.963797"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MLI.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Mali","Annual","Millions","7.836259","13.888409","14.468136","6.854338","13.840705","4.316837","6.502988","9.709778","5.921471"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ITA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Italy","Annual","Millions","-4081.539128","-5428.081797","-6723.718802","-7005.99599","-6730.750002","-6580.223578","-6461.453235","-5920.38997","-7100.446402"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GTM.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Guatemala","Annual","Millions","57.297416","43.752432","74.260322","102.644955","48.028181","148.470303","138.711545","253.426244","327.381861"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GIB.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Gibraltar","Annual","Millions","71.956653","47.407491","","39.712652","118.608293","121.881508","119.088237","149.44936","125.413016"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MNG.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Mongolia","Annual","Millions","260.455842","319.195205","485.535697","560.43433","326.037907","461.335719","455.122804","733.386529","1087.479942"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SLE.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Sierra Leone","Annual","Millions","12.387069","0.966542","-4.860016","0.08762","-20.095736","6.520853","-11.049968","-29.742762","-37.200198"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ZMB.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Zambia","Annual","Millions","23.444157","-127.991576","-110.294144","-97.899668","17.57257","49.582312","80.094376","107.67496","87.593106"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.LBN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Lebanon","Annual","Millions","537.194619","617.021104","300.342588","438.99757","78.223345","149.871987","169.27247","322.267123","310.056834"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.LBY.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Libya","Annual","Millions","8.527073","2.769848","18.323493","31.601072","-50.415418","0.462238","44.550147","52.602177","50.889925"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CHE.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Switzerland","Annual","Millions","-4501.768114","-2726.102967","-3971.473661","-4077.8578","-2628.179924","-3840.428395","-3794.773415","-2996.209257","-2250.911199"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BWA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Botswana","Annual","Millions","-0.064622","-0.933957","1.356638","2.254811","3.059033","-75.323688","-32.970356","-4.218626","9.704178"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BGD.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Bangladesh","Annual","Millions","362.77439","574.279659","128.702424","-51.520328","189.476092","894.662564","874.778991","167.96374","-26.578858"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.NCL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","New Caledonia","Annual","Millions","-136.474085","-132.188352","-182.409252","-173.024503","-164.463754","-193.973397","-315.577169","-127.804097","-97.337264"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.COM.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Comoros, Union of the","Annual","Millions","1.272064","2.40425","2.164172","2.860123","1.907331","4.080108","1.338483","1.114485","11.675444"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GX440.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Middle East, North Africa, Afghanistan, and Pakistan","Annual","Millions","-34104.473947","-50862.991752","-70273.672305","-58574.60025","-33893.230805","-56560.675828","-94766.638491","-68354.135808","-56252.141498"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.IND.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","India","Annual","Millions","8190.468315","8852.747749","11016.191493","10975.980937","9080.743391","12853.62369","13860.900102","15893.046057","17233.897735"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.CAN.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Canada","Annual","Millions","8178.644551","9596.995835","9352.148542","8870.603819","7224.284823","8373.720815","8631.112609","10901.402496","11166.059149"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.LAO.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Lao People's Democratic Republic","Annual","Millions","1.830519","-32.911738","-22.029284","-62.95535","26.784223","-1.348664","-87.14334","-49.687279","-61.80598"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.TCD.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Chad","Annual","Millions","8.414276","3.854896","2.991974","4.153183","1.584448","3.087812","1.86403","0.834125","2.985996"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SVK.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Slovak Republic","Annual","Millions","30.209865","-18.049953","-30.919515","-99.275098","-157.385896","-232.929706","-269.55132","-375.077719","-382.942682"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.PAK.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Pakistan","Annual","Millions","263.506672","431.577035","354.330984","305.366383","226.405732","268.728764","309.826358","239.41126","238.672895"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.COG.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Congo, Republic of","Annual","Millions","13.143035","3.624485","6.43297","2.91095","0.732992","4.150825","3.035254","5.816781","1.473403"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.DNK.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Denmark","Annual","Millions","417.709407","452.681358","505.41501","553.670559","453.652291","571.557758","569.130065","591.953332","583.930292"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.LVA.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Latvia, Republic of","Annual","Millions","50.870199","67.609843","66.577866","53.089958","41.752203","52.857915","33.458704","30.630308","33.325693"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.ESP.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Spain","Annual","Millions","3690.202501","3343.564623","3353.16373","3399.927837","2900.284313","5365.624446","6951.85895","5036.89855","3780.8468"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.G603.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Sub-Saharan Africa (SSA)","Annual","Millions","-519.311538","-1278.357541","-1315.137699","101.490593","-1116.711471","-4239.710222","-5119.714756","-867.176973","-1089.602486"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SWE.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Sweden","Annual","Millions","-771.187762","-1098.174862","-1278.7644","-1435.393927","-1567.944064","-1821.889972","-1961.873376","-1091.311091","-1531.313369"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MRT.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Mauritania, Islamic Republic of","Annual","Millions","-117.145823","-156.147365","-201.864143","-207.586315","-168.056165","-252.894678","-164.737546","-185.916461","-104.24925"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.LSO.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Lesotho, Kingdom of","Annual","Millions","5.41152","8.399767","10.325215","8.970642","8.833733","7.401993","6.351627","11.078873","9.598363"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SOM.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Somalia","Annual","Millions","3.602445","3.756161","6.155718","5.07751","4.666727","2.875569","2.506843","5.021255","3.152884"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.MLI.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Mali","Annual","Millions","8.016973","15.043098","15.302119","11.380996","17.793684","8.918294","14.275423","15.311517","9.671956"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CMR.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Cameroon","Annual","Millions","22.634279","19.21652","15.952246","-11.970327","23.53011","23.746619","28.591533","29.093069","-11.277738"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.GRL.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Greenland","Annual","Millions","52.89092","45.695509","","32.21003","77.312064","73.47882","79.882783","79.492248","76.722477"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.THA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Thailand","Annual","Millions","7270.151579","6715.100133","7192.914811","4831.745003","1656.100803","6715.979785","5821.67088","3626.854724","1878.372572"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.PER.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Peru","Annual","Millions","-602.810929","-1240.23364","-1722.286931","-1776.135569","-1716.36073","-2072.184964","-2348.105597","-1795.89878","-2503.592499"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.GX170.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Europe","Annual","Millions","15693.000144","18433.881047","20487.687291","19349.688987","15806.982035","19747.896828","21020.617028","13033.20408","10944.271926"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.MWI.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Malawi","Annual","Millions","18.76811","21.830473","29.558279","27.362581","22.037678","38.597274","36.611791","34.096439","23.954584"
